ID	Date	Title	First_Author	Year	Venue	Cite_Key	Status	Repro	Valid	Claims	Pedagogy	Longevity	Book_Location	Notes
1	2025-12-22	[Enformer] Effective gene expression prediction from sequence by integrating long-range interactions	Avsec	2021	Nature Methods	avsec_enformer_2021	INCLUDE	2	2	OK	M	+	Ch08 (genomic sequence modeling)	
2	2025-12-22	BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding	Devlin	2019		devlin_bert_2019	CITED	2	1	OK	L	+	Ch08 (methods background)	NAACL (2019).
3	2025-12-22	Placeholder: encode project integrated 2012		2012		kagda_encode_2025	CITED	1	1	OK	M	?	Ch08	No DOI/URL in BibTeX
4	2025-12-22	ProtGPT2 is a deep unsupervised language model for protein design	Ferruz	2022	Nature Communications	ferruz_protgpt2_2022	INCLUDE	2	2	OK	M	+	Ch08 (protein models/variant effects)	
5	2025-12-22	Placeholder: hoffmann training 2022		2022		hoffmann_training_2022	CITED	1	1	OK	M	?	Ch08	No DOI/URL in BibTeX
6	2025-12-22	DNABERT: pre-trained Bidirectional Encoder Representations from Transformers model for DNA-language in genome	Ji	2021	Bioinformatics	ji_dnabert_2021	INCLUDE	2	2	OK	M	+	Ch08 (genomic sequence modeling)	
7	2025-12-22	Placeholder: kaplan scaling 2020		2020		kaplan_scaling_2020	CITED	2	1	OK	L	+	Ch08 (methods background)	No DOI/URL in BibTeX
8	2025-12-22	The mutational constraint spectrum quantified from variation in 141,456 humans	Karczewski	2020	Nature	karczewski_mutational_2020	INCLUDE	2	2	OK	M	+	Ch08 (protein models/variant effects)	
9	2025-12-22	ClinVar: improving access to variant interpretations and supporting evidence	Landrum	2018	Nucleic Acids Research	landrum_clinvar_2018	INCLUDE	2	2	OK	M	+	Ch08 (genomic sequence modeling)	
10	2025-12-22	Placeholder: lin evolutionary 2023		2023		lin_esm-2_2022	CITED	1	1	OK	M	?	Ch08	No DOI/URL in BibTeX
11	2025-12-22	[Borzoi] Predicting RNA-seq coverage from DNA sequence as a unifying model of gene regulation	Linder	2025	Nature Genetics	linder_borzoi_2025	INCLUDE	2	2	OK	M	?	Ch08 (genomic sequence modeling)	
12	2025-12-22	HyenaDNA: Long-Range Genomic Sequence Modeling at Single Nucleotide Resolution	Nguyen	2023		nguyen_hyenadna_2023	INCLUDE	2	2	OK	H	+	Ch08 (genomic sequence modeling)	NeurIPS 2023 (same title).
13	2025-12-22	Placeholder: nguyen sequence 2024		2024		nguyen_sequence_2024	CITED	1	1	OK	M	?	Ch08	No DOI/URL in BibTeX
14	2025-12-22	Placeholder: oord representation 2018		2018		oord_representation_2018	CITED	1	1	OK	M	?	Ch08	No DOI/URL in BibTeX
15	2025-12-22	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer	Raffel	2019		raffel_t5_2019	CITED	2	1	OK	L	+	Ch08 (methods background)	JMLR (2020).
16	2025-12-22	UniRef: comprehensive and non-redundant UniProt reference clusters	Suzek	2007	Bioinformatics	suzek_uniref_2007	CITED	1	1	OK	M	?	Ch08	
17	2025-12-22	DNABERT-2: Efficient Foundation Model and Benchmark For Multi-Species Genome	Zhou	2024		zhou_dnabert-2_2024	INCLUDE	2	2	OK	H	+	Ch08 (genomic sequence modeling)	Earlier preprint; later published as ICLR 2024 (DNABERT-2).
18	2026-01-06	Sequencing accuracy and systematic errors of nanopore direct RNA sequencing	Liu-Wei	2024	BMC Genomics	liu-wei_sequencing_2024	TO_ADD	2	2	OK	M	+	Ch08 (biologically motivated corruption)	Comprehensive evaluation of nanopore errors; homopolymer error patterns.
19	2026-01-06	Lost in translation: animal models and clinical trials in cancer treatment	Mak	2014	Am J Transl Res	mak_lost_2014	TO_ADD	2	2	OK	M	+	Ch08 (cross-species contrastive)	Documents ~95% failure rate of cancer drugs from mouse to human.
20	2026-01-06	Truncations of titin causing dilated cardiomyopathy	Herman	2012	N Engl J Med	herman_truncations_2012	TO_ADD	2	2	OK	H	+	Ch08 (multi-task pretraining)	TTN truncating variants in 25% familial DCM, 18% sporadic.
21	2026-01-06	The genetic structure and history of Africans and African Americans	Tishkoff	2009	Science	tishkoff_genetic_2009	TO_ADD	2	2	OK	H	+	Ch08 (data strategies)	African populations harbor more genetic diversity than rest of world.
22	2026-01-06	The complete sequence of a human genome	Nurk	2022	Science	nurk_complete_2022	TO_ADD	2	2	OK	H	+	Ch08 (reference genomes)	T2T-CHM13 assembly; context for GRCh38 gaps (~8% problematic).
23	2026-01-06	Initial sequencing and analysis of the human genome	Lander	2001	Nature	lander_initial_2001	TO_ADD	2	2	OK	H	+	Ch08 (repeats)	Human Genome Project paper; repeats ~45% of genome.
24	2026-01-06	Emergent abilities of large language models	Wei	2022	TMLR	wei_emergent_2022	TO_ADD	2	2	OK	H	+	Ch08 (scaling)	Defines emergent capabilities at scale thresholds.
