ID	Date	Title	First_Author	Year	Venue	Cite_Key	Status	Repro	Valid	Claims	Pedagogy	Longevity	Book_Location	Notes
1	2025-12-22	[GPN] DNA language models are powerful predictors of genome-wide variant effects	Benegas	2023	Proceedings of the National Academy of Sciences	benegas_gpn_2023	INCLUDE	2	2	OK	M	+	Ch11 (genomic sequence modeling)	
2	2025-12-22	[Evo 2] Genome modeling and design across all domains of life with Evo 2	Brixi	2025		brixi_evo_2025	MONITOR	3	1	OK	M	?	Ch11 (genomic sequence modeling)	Preprint (bioRxiv 2025); no journal/conference version found.
3	2025-12-22	DNALONGBENCH: A Benchmark Suite For Long-Range DNA Prediction Tasks	Cheng	2024		cheng_dnalongbench_2024	INCLUDE	2	2	OK	M	?	Ch11 (genomic sequence modeling)	
4	2025-12-22	Nucleotide Transformer: building and evaluating robust foundation models for human genomics	Dalla-Torre	2023	Nature Methods	dalla-torre_nucleotide_2023	INCLUDE	2	2	OK	M	+	Ch11 (genomic sequence modeling)	
5	2025-12-22	DNABERT: pre-trained Bidirectional Encoder Representations from Transformers model for DNA-language in genome	Ji	2021	Bioinformatics	ji_dnabert_2021	INCLUDE	2	2	OK	M	+	Ch11 (genomic sequence modeling)	
6	2025-12-22	Life-Code: Central Dogma Modeling with Multi-Omics Sequence Unification	Liu	2025		liu_life-code_2025	MONITOR	1	1	OK	M	?	Ch11	Preprint (arXiv 2025); no journal/conference version found.
7	2025-12-22	Comparative Analysis of Deep Learning Models for Predicting Causative Regulatory Variants	Manzo	2025	bioRxiv: The Preprint Server for Biology	manzo_comparative_2025	MONITOR	2	2	OK	M	?	Ch11 (genomic sequence modeling)	Preprint (2025); no clear journal/conference version found.
8	2025-12-22	BEND: Benchmarking DNA Language Models on biologically meaningful tasks	Marin	2024		marin_bend_2024	MONITOR	2	2	OK	M	?	Ch11 (genomic sequence modeling)	ICLR 2024 (BEND).
9	2025-12-22	BioToken and BioFM – Biologically-Informed Tokenization Enables Accurate and Efficient Genomic Foundation Models	Medvedev	2025		medvedev_biotoken_2025	MONITOR	2	2	OK	M	?	Ch11 (genomic sequence modeling)	Preprint (bioRxiv 2025) with code/checkpoints released.
10	2025-12-22	HyenaDNA: Long-Range Genomic Sequence Modeling at Single Nucleotide Resolution	Nguyen	2023		nguyen_hyenadna_2023	INCLUDE	2	2	OK	H	+	Ch11 (genomic sequence modeling)	NeurIPS 2023 (same title).
11	2025-12-22	Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling	Schiff	2024		schiff_caduceus_2024	INCLUDE	2	2	OK	H	+	Ch11 (genomic sequence modeling)	ICML 2024 (same title).
12	2025-12-22	DNABERT-2: Efficient Foundation Model and Benchmark For Multi-Species Genome	Zhou	2024		zhou_dnabert-2_2024	INCLUDE	2	2	OK	H	+	Ch11 (genomic sequence modeling)	ICLR 2024 (same title).
13	2026-01-06	Genomic benchmarks: a collection of datasets for genomic sequence classification	Gresova	2023	BMC Genomic Data	gresova_genomic-benchmarks_2023	INCLUDE	2	2	OK	M	+	Ch11 (genomic sequence modeling)	Cited for GenomicBenchmarks evaluation suite.
