ID	Date	Title	First_Author	Year	Venue	Cite_Key	Status	Repro	Valid	Claims	Pedagogy	Longevity	Book_Location	Notes
ch27-001	2025-12-22	AlphaGenome: AI for better understanding the genome	Avsec	2025	Google DeepMind	avsec_alphagenome_2025	MONITOR	1	2	OVER	L	?	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	bioRxiv preprint; public docs and tooling available.
ch27-002	2025-12-22	[Enformer] Effective gene expression prediction from sequence by integrating long-range interactions	Avsec	2021	Nature Methods	avsec_enformer_2021	INCLUDE	2	2	OK	H	+	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	
ch27-003	2025-12-22	GPN-MSA: an alignment-based DNA language model for genome-wide variant effect prediction	Benegas	2024	bioRxiv	benegas_gpn-msa_2024	INCLUDE	2	2	OK	M	?	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	Published version located (Jan 2025).
ch27-004	2025-12-22	Genome-wide prediction of disease variant effects with a deep protein language model	Brandes	2023	Nature Genetics	brandes_genome-wide_2023	INCLUDE	1	2	OK	H	+	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	
ch27-005	2025-12-22	[AlphaMissense] Accurate proteome-wide missense variant effect prediction with AlphaMissense	Cheng	2023	Science	cheng_alphamissense_2023	INCLUDE	2	2	OK	H	+	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	
ch27-006	2025-12-22	Nucleotide Transformer: building and evaluating robust foundation models for human genomics	Dalla-Torre	2023	Nature Methods	dalla-torre_nucleotide_2023	INCLUDE	3	1	OK	H	+	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	
ch27-007	2025-12-22	GENA-LM: a family of open-source foundational DNA language models for long sequences	Fishman	2025	Nucleic Acids Research	fishman_gena-lm_2025	CITED	1	1	OK	L	?	Chapter 27: Drug Discovery — Building Model Infrastructure	
ch27-008	2025-12-22	Evolutionary-scale prediction of atomic-level protein structure with a language model	Lin	2023	Science	lin_evolutionary-scale_2023	CITED	1	1	OK	L	?	Chapter 27: Drug Discovery — Representing Targets for Binding Prediction	ESMFold paper
ch27-009	2025-12-22	[Borzoi] Predicting RNA-seq coverage from DNA sequence as a unifying model of gene regulation	Linder	2025	Nature Genetics	linder_borzoi_2025	INCLUDE	3	2	OK	H	+	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	
ch27-010	2025-12-22	HyenaDNA: Long-Range Genomic Sequence Modeling at Single Nucleotide Resolution	Nguyen	2023		nguyen_hyenadna_2023	CITED	3	1	OK	M	?	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	Preprint has a conference publication (NeurIPS 2023).
ch27-011	2025-12-22	[MIFM] Multiple instance fine-mapping: predicting causal regulatory variants with a deep sequence model	Rakowski	2025		rakowski_mifm_2025	CITED	1	1	OK	L	?	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	bioRxiv preprint; no journal version found in web check.
ch27-012	2025-12-22	CADD v1.7: using protein language models, regulatory CNNs and other nucleotide-level scores to improve genome-wide variant predictions	Schubach	2024	Nucleic Acids Research	schubach_cadd_2024	CITED	1	1	OK	L	?	Chapter 27: Drug Discovery — Building Model Infrastructure	
ch27-013	2025-12-22	Genome-wide fine-mapping improves identification of causal variants	Wu	2024	Research Square	wu_genome-wide_2024	CITED	1	1	OK	L	?	Chapter 27: Drug Discovery — From Variant-Level Predictions to Gene-Level Evidence	
